-1.987209075160187854e-01,-1.406830920730837986e-01,6.037442734682298140e-02,5.083080722968654624e-02,3.920937147739362444e-02,4.241923958277915574e-02,1.639970798037592437e-01,-1.046715518712097032e-01,1.567477653943551152e-01,1.688398478022309079e-01,-1.054336673192552976e-01,-1.295668630246908370e-01,1.653976378820258830e-01,-3.305666556588208738e-01,-6.511437700077878088e-02,1.322174084252503989e-01,4.471797241367344578e-01,-4.037586419590203507e-02,-4.511131239863909737e-01,-2.415148147224490394e-01,1.446957262197774152e-01,3.105197034804090817e-01,7.933615078457036118e-02,-1.547407973484357935e-01,-2.098277964192285863e-02,2.061503124368002926e-01
4.091474681854109785e-02,1.031759880881539526e-01,3.565644439837799551e-01,3.176731063598513261e-02,1.207280470254104739e-02,-1.930202643348436775e-01,2.601521607746621889e-01,3.238562798251617969e-01,-4.439394865842702376e-02,1.541935727846593385e-01,-3.298226266346909741e-01,-1.212905029677103647e-01,-4.101747225920029244e-02,3.934261803174397554e-01,1.673272968794597138e-01,1.525030735909027324e-01,6.119788785061501535e-02,3.861165588852596975e-01,8.694321289669222630e-02,-8.649331744287624968e-02,-2.023935154061546338e-01,9.493623830823937071e-02,9.388125996317867039e-02,-2.287450978429966808e-02,2.785472187632033469e-02,2.542546906596042100e-01
-3.729092584386180520e-01,-1.190899259822173900e-01,-4.275478108613239153e-02,-8.311934168191353889e-02,-1.676435230993877645e-01,-3.742422266357818827e-01,-3.361329897100685526e-01,-1.369280636799171114e-01,1.762382170352045155e-02,2.489564452437911246e-01,2.538754428362056670e-01,1.341119899648571256e-01,-3.256597841286995032e-01,3.826970850005696756e-02,1.115544493079639737e-01,-5.890100608940081889e-02,-4.257139354480169238e-03,2.314867961909231331e-01,-8.094719892270685335e-02,1.460769850566326078e-01,1.599675195870062516e-01,-7.681091316951883796e-02,2.086329208342508068e-01,7.896368997641409204e-02,3.249375622693693316e-02,3.258196018939835681e-01
-3.041766543111106280e-01,-8.564874194966640153e-02,-9.292019445260600585e-02,-3.147494993415778271e-03,1.935826014681895357e-01,-2.504665341711125384e-02,-9.412875659383458660e-02,-4.870621654888477453e-02,-4.270295210335057767e-01,-1.526526921449504748e-01,7.763110993857702882e-03,3.958602269815570951e-01,3.967873866892141499e-01,9.995768221087245053e-02,-1.809830113379523875e-01,2.317561946343886237e-01,9.687308202975364324e-02,2.180938817300479837e-01,1.850919015674800383e-01,-2.717294231852663278e-01,1.696227631576413195e-02,1.073288076721398048e-03,1.958079310606776202e-01,5.591205220893036981e-02,-9.126492604632163719e-02,-1.034998946907414313e-01
-1.117100074482970107e-01,-1.673643406466859829e-01,3.185013293310913762e-01,-2.052239922191973209e-01,-3.726704145434053816e-01,-4.069953686617778232e-01,7.558586642059508809e-02,-1.382759966847536305e-02,1.572711843255108696e-02,-2.385184540185849300e-01,-2.523913805737562077e-01,-6.254791730201562927e-02,3.363704428513877853e-01,-2.326657592128865415e-01,-7.101024247802663336e-02,-1.404824196303324502e-01,-7.489696622824444650e-02,-1.032705919401532974e-01,4.767525276030235709e-02,1.390813918082360601e-01,1.994051217056891367e-02,-1.746559809247665851e-01,1.377641781915127372e-01,-6.136629161102728769e-02,2.732211869047946329e-01,-1.500701697411403468e-01
-5.628428345733561128e-03,1.079453515539814945e-01,6.948882566197481236e-03,1.257316642960191189e-01,3.798107299546513854e-02,3.122115588459426494e-01,-2.349571170723750158e-01,-5.834616121061819011e-02,1.940844310056631938e-01,-1.329113777498626692e-01,7.330245594576758478e-03,-1.003296212904489053e-02,2.660852627698442330e-01,-2.932101010339673453e-03,-3.396624467143641996e-02,1.595059903141591295e-01,-2.103160309638459347e-01,4.814845536968495043e-01,-2.313754376504115196e-01,3.672103865747911589e-01,-7.600918260064382266e-03,-6.308054265509985270e-02,3.033914438404688649e-02,-3.811479049319353996e-01,2.124732646217782073e-01,4.714809217613849524e-02
-4.351522565535736325e-02,-3.210121385550346873e-01,-3.531187446459579243e-02,-3.299321419547818213e-01,6.072768300884951592e-02,-6.889263372333169488e-02,1.447788774935056533e-01,-3.855883187393598088e-02,-5.721155463654550161e-02,-1.224079397748423781e-01,2.101808622142964378e-02,-7.893818337086801196e-02,-2.923756765537608993e-01,3.273247201021363129e-01,-8.185932815795589346e-02,2.093323780272745571e-01,-2.401745885212060727e-01,3.800126210832513451e-02,-2.265757786657697503e-01,-2.355176743111216109e-01,2.996937186927814412e-01,4.089989661614373828e-02,-2.235143599243570034e-01,-3.067175897050407052e-01,1.641603557502950839e-01,-2.399847527722843987e-01
-1.066462844442517544e-01,3.519940464172153227e-01,1.930851726566609194e-01,-2.058894895857888985e-01,-1.807738778393389034e-01,1.969926261246320032e-01,9.140832514501803785e-03,-4.118493940813443555e-01,-1.148585990970669296e-01,2.266572519123261631e-01,7.647094629594877735e-02,-1.528434533191285472e-01,-9.720298145610332952e-02,-8.744716613692363888e-03,-8.486130410203604479e-02,-2.319715752276368115e-01,1.711131397535079202e-01,1.501889769822692677e-01,2.426530165361558966e-01,-2.748277799109858921e-01,-1.099461347808034228e-01,-1.704043577532949882e-01,-1.395837153421005533e-02,-3.666313185963391286e-01,-2.013448634973046339e-02,-1.310029205882915770e-01
-2.685790422254254461e-01,2.599283697028621498e-01,3.009485900809928394e-01,-3.390611666125096374e-02,3.424890298509548209e-02,-1.310839353208757656e-02,-1.734745899801075908e-01,2.106288936419545010e-01,1.098696708123233501e-01,-2.186293345961822510e-01,2.919867244513382198e-01,1.284141340863070024e-01,1.727498597181023263e-02,1.608041198407396954e-01,3.592560489177573646e-01,1.063035886508809924e-01,4.675480954341485265e-03,-4.091530638198953573e-01,-1.818614943896958713e-01,-7.047865964223347379e-02,-1.908581378865997491e-01,8.768547676228452548e-02,1.575866577092038534e-01,-2.502166846834555369e-01,-9.981590566759312999e-02,-1.328611914654787562e-01
-3.381191182605820800e-02,6.957442943387705248e-02,-5.450762162937376060e-02,2.174465739151059673e-01,-4.698160821279229182e-01,1.074868360613064205e-01,1.582261162460003312e-01,3.691164976539688114e-01,-9.581183317802459409e-02,-5.446057035547228337e-02,1.479380427139329957e-04,3.397791173619945648e-01,-6.164849769314352523e-02,-1.767394727792836184e-01,1.730731378324380232e-01,-1.326945187205109608e-02,7.084118022262969605e-02,1.002825210992371874e-01,1.052010761819029278e-01,-5.414121070546247527e-02,3.969446896117965196e-01,-8.655568609372300826e-02,-2.739809082945334207e-01,-2.470031080661503065e-01,-1.555569398169995843e-01,5.505356041446272941e-02
