-4.836605519214032256e-02,1.056579916385608914e-01,1.333340960956361787e-01,-2.486569050387965052e-01,5.204727106714805984e-01,-3.775373839867605420e-03,5.775569372716498479e-02,3.079483219977249830e-02,2.335272276492960375e-01,1.722964795631954094e-01,2.612126228197245853e-02,-3.160875684282521969e-01,-2.729289564349792752e-01,-1.037864639330609434e-01,-4.739707776197225192e-02,1.093678785672051778e-03,3.410790169996476273e-02,-2.576064969006828242e-01,-1.890080464849063502e-01,-2.848611241117269821e-01,4.977097102289615438e-02,-1.861263186065275146e-02,-3.753966252680592669e-02,1.441241138190369753e-01,7.410275183625034123e-02,-8.056109368204202037e-02,2.394862528946642699e-01,5.365243036730231452e-02,-2.787663311095940899e-01,-7.166020417832483398e-03
-2.464344009027216731e-01,6.109617146494839696e-02,6.208698300158834588e-02,4.624615950774721429e-03,2.075736140563768373e-01,-1.447304977550451822e-02,7.649804100546458985e-02,-1.854540712139774450e-01,-4.106604838194357066e-01,-1.543008198571635403e-02,-3.231634874565900845e-02,1.468463859255681458e-01,2.046064332469077762e-01,-4.571445025197063555e-02,-6.352744456611832125e-02,-3.785944077277257624e-02,2.233286952972955708e-01,-2.408060571953149487e-02,5.627291509331993485e-02,-1.694149119374283585e-01,1.951915756549530701e-01,-9.323525230816287479e-02,8.462789417601743192e-02,4.081262204649200309e-01,1.987426126000127746e-01,-1.005623382404274013e-01,-3.750916846344302669e-01,8.400238399913065312e-02,-1.169401971425721928e-02,-3.269025818498543234e-01
1.154621526141042243e-01,1.681216415453062607e-01,-1.924164557923523089e-02,-8.938137015816768893e-02,5.318798494312986652e-02,1.909255581119456979e-01,1.344835081418274680e-01,2.911635395536450455e-01,-2.632355298512896180e-01,-3.712188447622875587e-01,-3.417413363355640277e-01,-9.643212895537667251e-02,7.015846923586116501e-02,-1.794409955968014891e-01,2.097480375986874312e-01,1.485411439452721249e-01,-2.027397195680667175e-01,-1.250849970138597778e-01,1.330288477467404806e-01,7.078866130834125803e-02,1.363259817012895114e-01,6.866281791258546652e-02,-2.316147000259962119e-01,-1.670703112137222335e-01,2.827707646230157579e-01,-2.308251402364315530e-01,2.938408621828880046e-02,-1.986074916975584526e-01,-1.167522181667984410e-01,-6.674955328905198861e-03
9.951935133822734092e-02,-7.197940335140656440e-03,1.962576614265217345e-01,-1.478059883528824170e-01,-1.638002650250090786e-01,8.699416101063640883e-02,-3.035653883437778797e-02,-1.501073107975411380e-01,-1.255087466237575222e-01,-2.537748709881273435e-01,-3.046721180115190969e-02,3.594545012677768936e-02,5.908397880985286066e-02,1.433410799549666159e-01,-1.385096592295946560e-01,-3.897429697756901734e-01,-1.415375702736250685e-01,-1.001012630036459961e-01,-1.781003256154648218e-01,-3.426316128403879974e-02,-3.976572051336567104e-01,-1.196692554443250095e-01,-3.736476037857270893e-01,1.396189749403622116e-01,-2.554552977128340396e-01,-1.649717150467148452e-01,1.380074837888775052e-01,3.380887773396135804e-02,-1.166988123759517409e-01,-2.711936976521503451e-01
-1.579857007893817056e-01,2.260926804891457420e-01,1.566990718382716696e-01,2.516090657756208659e-01,-1.854934603812577187e-01,-6.101204966787662776e-02,1.342552063200452839e-01,2.288647507986314722e-01,3.824490176756267790e-02,-3.851921321796971664e-01,3.430050140409836579e-01,-1.973921553220566935e-02,-4.259539877600371227e-01,3.956578924785723872e-02,1.281545644513520099e-01,-1.093923239690430121e-01,1.927968805543454900e-01,-7.423344076495430599e-02,1.269788197451833522e-01,7.543686263812338089e-02,-3.898642997142293815e-02,-1.679224697943446920e-01,3.715173516218202993e-02,2.071922352906219456e-01,3.079441783350927303e-02,-1.122502662522469608e-01,-1.080979136092262149e-01,1.142749801277187505e-01,-1.014387508752328665e-01,2.472899004459297445e-01
3.523671631428336448e-02,-1.652832858339589872e-01,-1.786202537814885194e-01,1.858802141776678130e-01,1.377928964162006276e-01,2.294361112049565499e-01,-9.621869192961820041e-03,-4.230146906872596368e-02,3.352199734975371270e-01,-1.163514492041058251e-01,6.120881425266845588e-02,7.978626949229238041e-02,9.695176389649644288e-02,-2.885958866255619593e-01,1.058557723380745552e-01,-1.550247173287737090e-01,-2.343793253123223064e-01,1.729099326653172342e-01,-1.558769095644744335e-02,1.673093839533359994e-01,1.095536137276669209e-01,-1.748688160615366194e-01,-1.758986135127633271e-02,4.101505017818585230e-01,-5.912371915274738932e-02,1.886986843166256755e-01,-5.690285597003977291e-02,-3.723860799204356531e-01,-2.475978769392565004e-01,-3.206026927836028162e-02
-1.045402620141648309e-01,-3.179295346926470228e-02,-9.187454584134163715e-02,1.069868729538201446e-01,6.657837763593517366e-02,-2.701221414466574711e-01,1.451836906808848804e-01,5.241752904341185904e-01,1.902316658926601067e-01,9.859552109385109897e-02,-2.190559021161062603e-01,1.192190509425931494e-01,1.643033037620507397e-01,3.515349252583254563e-02,1.365009046574512941e-01,-1.382344714913109063e-01,-1.303561578478900917e-01,1.900287057942025848e-01,-2.012671997764557685e-01,-3.004427750882600612e-01,-2.677025867480807286e-01,-1.222546192681057131e-01,7.441975224292314561e-02,-1.016509975730338217e-01,-4.389413094021775430e-02,-1.340587728661201405e-01,-2.969284313580735635e-01,1.060534212066980980e-01,-1.067589978791640970e-01,-6.153417171737127905e-02
3.350327160878490140e-01,8.085609145860013502e-02,-3.327688851336409182e-02,-3.916987093584211044e-01,9.700155204371305184e-02,1.344464937806149896e-01,2.981634402852753954e-02,4.137719594201533929e-02,-8.501439937337271213e-02,1.185428577612678142e-01,-5.689012681475544286e-02,1.117168901389976876e-01,-1.301049464335331252e-01,-4.811905376917738342e-02,2.108490296395722496e-01,-4.509045564340793955e-01,-2.710559549490966849e-02,-1.646822480880106021e-01,-6.142581518365243520e-02,2.448700995701999228e-01,1.082617715803816660e-01,1.139815875010704166e-01,2.728399735547698546e-01,1.471665370795650039e-02,-1.692472719979973561e-01,-8.807378136846712169e-03,-3.433623088398849443e-01,1.234853948817420943e-01,7.825277301009797570e-02,1.833842779367511611e-01
-1.393636667969438692e-01,8.034850656568566507e-02,4.410603785209220307e-02,-9.743907974632641522e-02,-5.050135257122422006e-02,3.371302962384140761e-02,-1.549647188376762075e-01,-4.800375700541905516e-02,-6.826381101603708201e-02,-1.493161902193158308e-01,1.957921599182047556e-01,2.533471736242131067e-01,-3.541744714722044191e-02,1.644518291965602411e-02,-1.975490798065870635e-01,-1.998588086703855828e-03,-4.175245284206113849e-01,-1.370247195165483767e-01,-9.965301534249884630e-02,-8.364709159456061582e-02,2.354072703649231768e-01,-3.772014374755740529e-01,3.789504847412030752e-01,-3.761902946997842112e-01,5.622336273713625376e-02,4.595235266487317921e-02,4.542413157844841370e-02,3.346238316094957144e-02,-2.257493410035223136e-01,-1.018772323867926516e-01
-2.002504949917518762e-01,-1.598087966882962840e-01,-2.725842957450596571e-01,-6.861597689711602943e-02,-1.166620243606984880e-01,5.266980198084885573e-02,-2.739981328299037622e-01,-3.105831508375134914e-02,-4.240293513819801130e-02,-2.217738099823354514e-01,-2.115527645287140490e-01,-1.153047128103379393e-01,8.566156254388385127e-02,-4.295167636017624413e-01,-1.118004908069813730e-01,-1.840976129006849926e-01,3.698975850987778480e-01,1.057273927717907319e-01,-2.099550457990326247e-02,-1.334094409986208707e-01,1.018625949502210692e-01,-4.651473037542588201e-02,1.088854714071290086e-01,-1.015532380204244023e-01,-2.227689786166236197e-01,-2.162273511811738103e-01,1.592057916115332816e-01,1.750000875364392250e-01,-1.207232516298071268e-01,2.186448659465573818e-01
