2.966532124826004591e-03,2.868610801666204857e-01,-6.673011993939673148e-02,-1.988123210326216694e-01,2.151777058217922700e-01,-1.901047190775259910e-01,-3.043110360265854214e-02,3.097740222244658309e-02,9.616751256664783643e-02,-2.237699732077153281e-01,8.336030655208895301e-02,2.245981244985708614e-01,-2.336747141514729786e-01,7.663107056792450855e-02,1.877078552377401122e-01,1.742731084041203304e-01,2.260233118719329193e-01,1.558422449253418218e-01,4.066705599273689326e-02,-3.262595938265068496e-02,-6.790229493973712338e-02,-1.901993199217879293e-01,-2.140495017766012587e-01,7.447648310442205044e-02,5.637497927826685962e-02,-1.348435377602391905e-01,4.298998029120920661e-01,-1.146746246179996542e-01,3.671656579839985279e-02,1.767701762547370659e-01,3.249648434432904076e-01,1.215281672840275440e-01,6.139592755882399694e-02,2.974708502911911287e-03,-1.695129573926463032e-02
-4.342891472393631824e-01,-1.719433238980277168e-01,4.696975479069076011e-03,-9.507713377698215340e-02,-1.742296723700608729e-01,-3.469703230270944627e-01,-2.003016315403175762e-01,-2.180723110868139636e-01,1.567922484969357377e-01,-1.331052001158139764e-01,-7.186284426736624931e-02,1.179800113712523996e-01,2.147171900118799714e-01,-5.073818926242282257e-02,1.668309841565187024e-01,1.304151874514659082e-01,-7.820803937778857129e-02,-2.723475414808357864e-01,5.190810302598937442e-02,-1.637754128617219251e-01,1.320820068049751994e-01,1.563509953996309321e-01,-2.691246937244273774e-01,7.088291096875481978e-02,5.851504929628471852e-03,8.818646615748607781e-03,2.473558121068123936e-02,-9.071763433035127944e-02,1.116576980357478488e-01,-7.921860078416474715e-02,-1.597240093011100537e-01,4.051315736393181627e-02,-4.979101708597818976e-03,-1.302142722213147641e-01,-2.801118771287774978e-01
2.830163310562532411e-02,1.387793747854842129e-02,1.474750582415111123e-02,-1.851431232328264453e-01,-7.121346021979443885e-02,1.633120930295563489e-01,-3.026131553823929177e-01,3.106603645386636636e-02,2.145491483596765336e-01,-2.252752360725387704e-01,1.695788670103471896e-01,1.988413014110959609e-01,-1.243546638398127513e-01,-1.939657882547370926e-01,-2.416196005605838748e-01,3.666336017798466074e-02,7.847459031469218582e-02,2.700331999624308588e-01,-3.363096409142448534e-02,1.989554641339678562e-02,2.745082953457483876e-01,3.635034008907201408e-01,-7.141324499059639730e-02,-1.235938418189786447e-01,6.277535544968255998e-02,-6.541305704380384611e-02,-1.665875145484100317e-01,1.333947926004683815e-01,1.169385306999829732e-01,2.120575827990806295e-01,-1.331841605981552712e-01,-1.685810511690343239e-01,2.433939455672143037e-01,-3.886823024870539323e-02,1.858970802553780166e-01
-9.820481597654680261e-02,-1.455912762571033581e-01,-3.718073441234893139e-01,-3.554898481600872739e-01,-7.897971128837946719e-02,1.861432958938935220e-02,1.613065272232199962e-02,2.822905974616142788e-01,-2.086620821725628239e-01,-7.460549159639929227e-03,9.105452178505674121e-02,3.081330622673105271e-02,-3.970901756542462302e-02,-3.071242018818381991e-01,1.350185254752132302e-01,-5.408517588718426278e-02,8.872870838179487685e-02,-6.571919802427442225e-02,1.939341467414039955e-01,3.644910955712134248e-02,-1.730194106804158471e-01,-1.019325699915240580e-01,1.231523839349707578e-01,4.616705989234815011e-02,-9.505533631854110044e-02,2.217447806879084271e-01,1.679661763899852334e-01,4.778891716709082055e-02,-2.398867935254926920e-01,-3.027996302907369139e-02,-2.834308079420733706e-01,-7.632213144403429683e-02,3.157282616227722327e-01,6.188908797772162823e-02,-5.026944464290418468e-02
2.488622718202687309e-02,2.233615184657961605e-01,-1.419620109227524296e-01,-1.661333538346507488e-01,-3.838418394371707204e-02,-1.154331326181944201e-01,3.740655268496491659e-01,-3.504979595881487775e-01,8.256355401692073992e-02,1.067568976871800758e-03,6.771568504710176462e-02,2.199332658194241008e-01,-1.957914802967308798e-01,-1.495681142532142571e-01,-1.616192689361435619e-01,9.892391453399304591e-02,-1.346733875030427796e-01,2.895617278201012557e-02,6.547141364063473190e-02,1.863670789656338977e-01,1.424139556442671067e-02,-2.456618196189129522e-02,1.154980997913541002e-01,3.179467392622234434e-01,7.497652425892963046e-02,1.703873206211375391e-01,-3.908041219954594969e-01,-1.664190495430219185e-02,3.724278361735437054e-02,3.473202812333570089e-02,-2.354736748369742200e-02,2.225302882100448909e-01,-1.250070182572650401e-02,1.574665184581238442e-01,-1.710869419322272045e-01
1.811929989391931894e-01,-1.545398214104230505e-01,1.937211873341936758e-02,-3.598454614468581947e-01,-4.168978932232867557e-02,6.545841339433768058e-02,1.765774079336669689e-01,1.548540200782486387e-01,1.740553822688288288e-01,-1.598336726658616258e-01,-2.082121947311461607e-01,-2.572717778452066409e-02,2.271873839270172057e-01,-6.982783949274819213e-02,2.307576702125747892e-01,5.497178419487070561e-02,5.400643800422210566e-02,5.537227892057054041e-02,-3.203892006017400318e-02,-1.591117108819266046e-01,-8.457536072214172362e-02,1.012685726925357244e-01,-1.109528224152965259e-01,1.891526755312226624e-02,-6.220957806955630838e-03,2.325528397423578808e-01,-5.783678975009518691e-02,3.661008765888264516e-01,1.824752746677713033e-01,-3.385610905138516230e-02,9.652218950154357879e-02,2.224489633484235118e-01,-3.471452410199764582e-01,1.022485858650231949e-01,2.480281296405567326e-01
-9.426684667711801927e-03,-2.094402048923576509e-01,-2.689718341074267549e-01,1.352005303648375900e-01,-6.516954522665666322e-04,5.925212309217128479e-03,1.572377831471569176e-01,-2.159116398651839963e-01,1.437070440815067796e-01,-4.756677939875095240e-03,9.975854996005380226e-02,-2.079298246160317387e-01,3.231705992702234298e-02,6.924535016214573846e-02,3.921099266910124670e-02,1.936698839653038240e-01,-1.196332709296859670e-01,7.869925703774424686e-02,2.650965528227204882e-01,-3.123166406821318852e-01,-5.026834206912229180e-02,2.677464150388364494e-01,1.392879903539634978e-01,3.430528841105500160e-01,-7.760413370500056363e-02,-1.330999173765912147e-01,1.114741142564542181e-01,-1.554579021171630104e-01,-6.031839323079653259e-02,5.004611990883516687e-02,1.459863819018576425e-01,-1.758795674159390476e-01,1.000919823568563460e-01,7.155462525298215970e-02,3.765824766266797630e-01
-5.082553415346220682e-02,-2.874113102583955234e-02,4.431432193873573351e-03,1.652907244439473233e-01,-1.374701134550598836e-01,1.710452403496189044e-01,-5.348825821809328335e-02,1.233902796586603678e-01,1.178121586973386731e-01,-2.213245293006062542e-01,-7.016877394099317600e-02,7.026255081030657879e-02,4.332656668787787657e-02,-1.765738967340935439e-01,8.716773348052033951e-03,4.938394374339227094e-02,-1.755255751340448478e-01,4.251103736540440270e-02,-4.738794649484841248e-02,1.884533320652363730e-02,3.275614048311749071e-01,-1.652618205419510988e-01,3.981403820115198000e-01,1.033495728200830993e-01,-2.133552071372505909e-01,3.611100342370551081e-02,3.141881237751510403e-01,-4.423318214832649975e-02,1.744622668869402204e-01,1.841208669803288955e-01,1.076805143583225988e-02,-9.301411562480831063e-02,-2.430563684612148945e-01,3.349044847095323796e-01,-2.526946380904901979e-01
2.184405017171670016e-02,1.654170220947419612e-01,-1.249068064410117918e-01,-7.228003211703518116e-02,-2.059058477062883363e-01,-5.947130732972280565e-02,1.917187350386301559e-01,-1.403441744148138937e-01,1.419143077097912223e-02,-1.382628290714490171e-01,-4.137032640527528275e-03,8.139253785886706172e-02,1.772916707634063782e-01,-9.551225288619787784e-03,-2.891535512236197980e-01,-7.767444124391513494e-02,3.905549860994149691e-01,7.940237262625050862e-02,-2.016725869060093934e-01,-1.073809829165118107e-01,8.648289776584958122e-02,-1.332085688590875505e-01,-1.167962750915886722e-01,3.507755342765463830e-02,-3.257850524579627427e-01,-2.703199979389561136e-01,5.916415610755264287e-02,-6.091676350319616927e-03,-1.593092547055398323e-01,-3.934391740995214493e-01,-1.489591318811818443e-01,-1.705510208543374318e-01,-1.439829645299114391e-01,9.171828273934072573e-02,8.570175949668334958e-02
-1.681976608748715907e-01,-3.153793762928471800e-01,-1.345111501089761019e-01,1.396732039598727604e-01,1.079653680993896553e-01,2.329498712299123697e-01,1.211334900237240469e-01,-1.251193192132853682e-01,3.497174251892803398e-01,3.853912970670779203e-01,-3.002750543168815622e-01,2.221604342708049518e-01,3.847718094946477735e-02,-2.194202639168487678e-01,3.186811577838952192e-02,7.148721913887728929e-02,1.325799557754151758e-01,2.438111638023208461e-01,-1.260991609190623142e-01,7.316776736932285863e-02,-3.818965622156995227e-02,-1.080102173334886728e-01,-8.655277441544331762e-02,-1.408141885019130735e-01,2.435560088115909239e-01,-1.140845887964193617e-01,1.038939133885208310e-01,-3.566993070691635778e-03,-9.189103084012840983e-02,-7.260538008302055979e-02,2.390164317826933005e-02,5.915428396147535267e-02,1.201783369080902109e-01,1.145840906807978204e-01,-7.121789738260214664e-02
