-1.470944268960148182e-01,-4.291053560984721404e-02,-9.574196004452074915e-02,7.615628360522323781e-02,-3.464629983445888933e-02,1.150451163307560087e-01,1.568037843758328942e-01,-2.282374775762777419e-01,-6.539189039510924506e-02,7.468339453015959868e-03,-1.777728870510557335e-01,-6.589365851548945052e-02,1.454796136854927535e-01,-2.521392224000160165e-01,6.021460693267244139e-03,-7.290575497565064678e-02,2.468009328808468961e-01,1.701925819366411075e-01,-8.532504379590839794e-02,-5.210411045645663153e-01,1.083108248910479576e-01,2.874927279610978159e-01,-3.316172595929815087e-02,1.739318599818195088e-01,6.039018767863497256e-02,2.012448684876740612e-01,7.432956610246764517e-02,-7.796929771930281861e-02,4.028421526582552370e-01,-3.962161506858365850e-02,-1.210539698248141831e-02,1.610855252190660225e-01
2.351323261008260723e-01,3.497816637975537657e-01,-1.368394442810842992e-01,1.959092330199910525e-01,-3.739552217711486493e-01,-4.351445421045507106e-02,-1.329736954949567625e-02,2.180995375622570356e-02,1.551313583062625678e-01,-7.258471373505906432e-02,1.225573032297021248e-01,-4.896315600524075301e-02,4.648712781584921627e-01,5.712875268743827784e-02,-8.514903806269495667e-02,2.358315298085107981e-01,-3.818098414077587821e-02,-1.151218381318358103e-01,-6.581252400706118222e-02,-9.022484241181608078e-02,-1.688637959989121029e-01,2.757924668490868009e-02,-8.468687628397417178e-02,-1.781047778581753074e-02,1.416605526021367245e-01,-1.838503838490099240e-01,-6.484493067986972503e-02,-1.771781905024323589e-01,1.063515323582485406e-01,3.394769030845901092e-01,-1.013878733350652567e-01,-6.030003125383907175e-02
-2.454977885454215913e-01,2.010162904316890875e-01,-8.835422661920033782e-02,-1.793779597202767653e-02,-1.185598689596767223e-02,3.750723877953927865e-02,1.259779856574035073e-01,7.392841818243969798e-02,3.772814601389285483e-01,9.864048393489899258e-02,2.695317237619215267e-01,2.590839743419562913e-01,3.792490926654483539e-04,-1.010069804403111865e-01,-2.664087007912080418e-01,-8.212517633874689971e-02,-1.873731133832360896e-01,-1.253606203252332907e-01,3.386704349486732712e-02,9.075806677750847262e-03,-6.600029056075334966e-02,-1.169734212648263216e-01,-2.708716602662475936e-01,-1.310169633409746237e-01,-8.293168522761437678e-02,4.309379638070483520e-01,8.418655743180382400e-02,1.499705535651048582e-01,6.277748136447779126e-02,-9.666877976175075604e-02,-1.841354820005664528e-01,2.419990134748269683e-01
7.930887854598124564e-02,3.150358850700323843e-01,3.739975667200536730e-02,-2.161691921692471541e-01,-1.600489880119277675e-01,1.019011764994445651e-01,-2.677673111328353617e-01,-6.495645060990898334e-02,-5.398045685819163192e-02,4.863912958454091884e-02,1.523012564297533400e-01,-9.468829410501528043e-02,-2.399473247908080198e-01,-3.774081894474317633e-01,3.146254263667892098e-02,2.166327420430241013e-01,-6.060567173235439226e-02,2.665847273638877746e-01,7.508496757408360256e-02,-1.393978986647499141e-01,1.260536293438487832e-01,-2.734884809023067631e-01,3.852253715332434186e-02,4.426552583474094998e-02,3.100283843052072386e-01,-4.147062902740355356e-02,7.151273247387580911e-02,3.099875561944779867e-01,-3.412482174030227744e-02,7.586563844849547600e-02,1.952093344770758909e-01,1.050452364204712968e-01
5.015517715541854132e-02,2.889880196584494465e-01,1.064041865842497298e-02,7.502195025266035489e-02,-2.447166633907828931e-02,1.579204341343540541e-01,4.212948122905300213e-02,2.894561994796390758e-01,-2.722561647913692706e-01,-7.793267355189335832e-02,2.308385387618110685e-01,-9.730117068567044336e-02,1.783761171058002165e-02,-5.484819562361772319e-04,-9.678441105661653165e-02,-2.206868381301830828e-01,-1.018305341859306323e-01,2.869625673479872519e-01,-3.350599190149732287e-01,-1.104727744833243486e-03,6.683943686458412858e-02,1.713620431250384695e-03,2.181917663610071223e-01,4.005289523643938004e-02,-4.520316185290688682e-01,-2.077420126876436679e-01,3.377736299277207116e-02,2.268720742531003462e-02,5.800855181539656819e-02,-1.098565207972258678e-01,-1.758120145359512443e-01,2.040543481292547978e-01
-5.224988344207746188e-02,-8.462310926191486671e-02,2.215741766179864236e-01,2.874862881137061482e-02,-2.827528840969574797e-01,-1.716686596181168367e-01,1.248557142658216629e-01,-5.979807679829812761e-02,-2.129881606531236482e-01,8.792551042118469315e-03,6.565519665391572612e-02,2.563063833797219471e-01,5.680323477540107080e-02,-1.808374175696621233e-01,-1.591357559000017297e-01,-1.002855518935826251e-01,-1.042526075721061790e-01,-3.033361541903620284e-01,1.771077989534060593e-01,-1.391920284347837322e-01,3.811229798311493305e-02,-7.842095464300845309e-02,5.962106818614125447e-02,2.048286702862250064e-01,-6.052149704102082785e-03,-2.524561484900560426e-01,-4.827235956609409184e-01,2.111841055225319175e-01,9.530194902034871962e-02,-2.578176596555872280e-01,-3.192065655173787625e-02,-1.226651985322367924e-02
-6.094577653921126603e-02,-1.464794984166145099e-02,8.222686305388601791e-02,1.913325682792600957e-01,-1.194277365550639181e-01,-1.705305694761469204e-02,-6.345398984352491889e-02,3.144031210323630088e-01,9.237998212278629440e-02,-2.928116152824151650e-02,-1.853981622943132457e-01,4.701680781457491243e-01,-1.385489278389509249e-01,-3.115011744592723411e-02,1.114827936439671124e-01,-2.327739153168885966e-01,-6.915236961801952964e-02,1.846198744428359517e-01,5.123195352176757034e-02,-2.578721310346934747e-01,3.473211823392001463e-02,-1.184447107566816426e-01,-1.163393486919773734e-01,2.165900646685371411e-01,-1.886202072788423223e-02,-9.694030874707515455e-02,2.871631960162799868e-01,-5.529999932259920155e-03,-6.438583827996520459e-02,2.337358148156483129e-01,-9.078411270546868361e-02,-3.751464462508479758e-01
-6.910653601294987347e-02,-3.774513469507034813e-01,-1.966579545928094641e-01,-2.700798460928532374e-01,1.294968655049585568e-02,2.804665090518163387e-02,1.445717011925430062e-01,6.941993137534923156e-03,8.625767168923140216e-02,1.940456208083412570e-01,2.797506459460359918e-01,-5.662500935925709328e-02,5.461978708206610689e-02,-2.371627231295009991e-02,9.876359930156758393e-03,-1.935571581642411276e-01,-1.605455874605153654e-01,4.063724621349399380e-01,-2.084333855483654768e-02,-4.435596356918206085e-02,3.314641498277693527e-02,1.098617188968153968e-01,-2.090089926372118712e-01,-9.516476902154628881e-02,1.321063665105207952e-01,-2.097028366417394152e-01,-3.410029586740388474e-01,-3.182598779830441674e-04,-8.237798271377295978e-02,2.951295672298697714e-01,-1.422100984892631648e-01,-2.277459173059730863e-02
-3.389069760765570649e-01,6.431434299819568934e-02,-1.017669202674736512e-01,2.416721422674575070e-01,-3.220447851961215635e-01,-3.363096500313728088e-02,1.340035219453601656e-02,-1.111316224460990598e-01,-3.271581525247411193e-01,3.517659312073909139e-01,4.838771588197775253e-02,9.473718244355971985e-03,-3.235763051393058531e-01,1.127644481884398781e-01,1.667977799857894572e-01,3.609093471739993064e-01,-5.735924559760975650e-02,4.134817961364385674e-02,9.023063263246948462e-02,3.841509247203009347e-02,2.970193142994937904e-02,1.470326682548968866e-01,-2.162625878515721800e-01,-1.792212623518114056e-01,-1.425068604538613504e-01,-7.326266366460214285e-02,5.654352612380721121e-02,-1.434111027402253935e-01,-1.188994899407228197e-02,-4.725031533594473143e-02,-1.351965606223710092e-01,-8.574476976476643614e-03
3.221481752970396517e-01,5.269220990650066994e-02,-1.668121895890234754e-02,-1.045724819570814507e-01,-1.484158537059925287e-01,1.220123661764226097e-01,8.157687298605523218e-02,3.323066646914976663e-01,-2.793117645643632217e-03,5.603928532867442913e-02,1.158108322848444977e-01,9.348302212473255657e-02,-2.096206320950808888e-01,-1.333033305804777469e-02,1.422967272893137791e-01,-1.362207517215306418e-01,-3.195346278685514546e-02,-1.162787227603842705e-01,-2.860243262778730880e-02,2.567773136008490442e-01,1.659580799446409849e-01,2.857678780964632570e-01,-2.710591526304236831e-01,1.997293087101618680e-01,2.819857651878182048e-01,1.290793460391140117e-02,9.061768538784183494e-03,-2.920670797432249888e-01,2.207074393696340509e-01,-2.100468561018452029e-01,2.078464747157036663e-01,1.226664979459228533e-01
