2.933699003806911065e-03,2.206684064823491442e-01,-5.509652250214994162e-02,-2.910710569881637122e-01,4.054980733596069697e-01,-1.738914641754597534e-01,-4.314111223179003390e-02,1.273201253552810885e-02,-4.952704792854129706e-02,-2.330526316040233969e-01,4.461775144986643293e-02,1.025690460972295548e-01,-2.358095817715896714e-01,7.586984004950604599e-02,2.761513065000036349e-01,-2.117767697717837516e-01,3.053237575557879446e-01,-3.496240522119572341e-02,-5.280692852637109552e-02,7.389853417877861874e-02,-3.100413242699865957e-01,-1.123159348358041681e-01,-2.406836439723817334e-01,-2.028552595478030629e-01,-2.118019038073832086e-02,8.371615114999163276e-02,2.826244483310964561e-01,-1.313478442457295947e-01
3.426409371571492724e-01,-3.115299316305822352e-02,1.837034238497408933e-01,2.882265003936783365e-02,1.284595857265962149e-01,2.409948482560433924e-01,1.679384594995051438e-01,-3.201564316945302302e-01,-2.797088958598628605e-01,3.216776730928715133e-02,-2.318684055647144138e-01,-3.647196994090318861e-02,-1.305086714539438475e-01,-9.263774292873226679e-02,-3.807794783603707378e-01,-1.628527556965752576e-01,-8.397808398070569225e-02,-1.685826912652143295e-01,-4.969440917612946707e-02,2.290039935025836026e-01,-1.061570388075957633e-01,1.335483961382015472e-01,-2.978351801433504198e-01,-1.326366614209493755e-01,-1.052579685520187713e-01,-2.476733965635799246e-03,-9.185534715490851002e-03,2.707665489455770569e-01
-1.497039629262901343e-02,-2.576353821042958736e-01,-3.523218586710437448e-03,1.144354166612972235e-01,6.078353530097126839e-02,-2.998721376435440344e-01,-1.973798863533297032e-01,-2.460708273610606456e-01,1.684755292341371391e-01,-4.059923607694548159e-02,2.100306001410063850e-01,-2.622905181624055615e-01,1.128953972568230851e-01,1.353192326165645054e-01,-4.009754226993085535e-02,2.050102357555874943e-01,-1.763494916136953972e-01,6.553186892938553387e-02,-1.752731073011394303e-01,2.660884231328304317e-01,-3.558677160837016018e-01,4.153817918525230107e-02,7.584994780917822532e-02,-1.383580227206192836e-01,-2.967017452068047567e-01,3.489813112072973622e-01,-9.718528429303638361e-02,9.149608545174246071e-03
-2.266973264984299685e-01,1.478944115302797957e-02,3.556450412130219424e-02,1.003586262832710518e-01,-5.785816014474175206e-02,2.278908791849694818e-02,2.857645816471170441e-01,4.039128209151955917e-01,-2.499257543810800286e-01,5.048840907466275486e-03,-1.289861907359038107e-01,1.094994119913860198e-01,-1.896854508647895510e-01,3.213070178166901880e-01,-1.419688029909912108e-01,3.377123263013382393e-01,-9.807086636223345810e-02,-9.656892483913195879e-02,1.159934392776498374e-01,2.526850056576153414e-02,-2.681207869968709190e-01,-1.590660490898538615e-01,-1.968701307777042109e-01,7.018745334203703445e-02,-2.959998259307505819e-01,-1.928316887031533006e-02,-1.591510348015802712e-01,-1.913412346955068177e-01
3.589468399144807864e-01,-1.356229107083895269e-01,-1.652965530759920032e-02,1.307528375440136503e-01,-7.456624085196555951e-02,9.573316383862941203e-02,-2.376527856836083488e-02,1.253403528907529596e-01,-6.406424635478717711e-02,-4.592774306430635889e-01,1.064711810564181876e-01,1.565796056780463519e-01,-1.097496904406062151e-01,-6.075430506858915669e-02,3.096790725537661507e-02,1.795041972011058029e-01,1.514654244826066642e-01,4.161675887296313325e-01,-7.329102025407907561e-02,5.543603959444053791e-02,2.837909870025509540e-01,-4.988658565740809042e-02,-2.672764858735587890e-01,1.181382633727316861e-01,2.329384232747837985e-02,3.303448607698813988e-01,-1.452971507261913431e-01,-2.830302661404851539e-02
2.461079024947467400e-02,1.827466891064215837e-01,-1.343284268280954818e-01,-2.502311421219640120e-01,8.207542910413630211e-02,-3.447970795265088706e-02,4.812395568900384446e-01,-3.094398755469167650e-01,1.503354121851529224e-01,8.670316807095594658e-02,-1.335277218891611425e-02,1.178181822087034786e-01,2.100267898075407723e-03,-9.310126485167130594e-03,7.789617267591861238e-02,3.767859659800533723e-01,-2.885506866916733304e-01,1.177564176254553702e-01,1.332598223792593739e-01,9.699989272440812105e-02,-7.503638804299171683e-02,3.935250752143632652e-02,-3.458725252685331680e-02,7.056655268659331459e-02,4.227895937700558715e-01,1.978540408059291655e-01,2.379691904911311953e-02,-4.062616136926332222e-02
-1.123516464763324972e-02,1.703098730959771434e-01,1.557252310874540357e-01,-5.431858535890245893e-02,-1.531429034879683571e-01,-1.853105635383713035e-01,-2.552957484848446534e-01,1.117551267588133973e-01,2.773854365258838356e-02,-7.405949727106344097e-03,-3.454547032083796765e-01,7.610514370347987168e-02,1.315610744845285562e-01,-3.057199244445972519e-02,3.892937351760115267e-02,3.883047626484726345e-01,3.067160910205555258e-01,-4.568582516717177577e-02,7.026789071010100876e-03,1.328201755531142891e-01,-4.015929526642139646e-02,3.760164056406963273e-01,-9.143679867207424317e-02,-3.709101604599447932e-01,2.039270416727567981e-01,-9.538991623444126322e-02,-2.238453903593310146e-01,9.019095373979882369e-02
5.833431012081437966e-02,1.293748738802529274e-01,-6.406030926335865017e-02,1.066984216791160706e-01,2.786082442431038909e-03,-1.881283367352380442e-01,9.203713896275235451e-02,-5.018679941104991528e-03,-1.041043830496401063e-01,-1.367968541881821876e-01,-2.336581510387090999e-01,-5.077464027575298022e-01,1.966281951156951258e-01,3.937552369298075727e-01,4.132218851147941713e-02,-2.849420086479280689e-01,-1.449063963201906724e-01,1.000599015520255985e-01,7.544289201181081372e-02,1.573922740472971094e-01,2.595508192002500270e-01,-1.012044616995507428e-02,-1.578367939654680974e-01,-7.974358761133730489e-02,1.818454700017275993e-01,-7.078003435166271839e-02,-9.284672243920172319e-02,-3.082264073006493743e-01
-3.275445249463361519e-02,5.525609057105086708e-02,-1.153595381156536648e-01,2.261223107859121062e-01,1.880149955171737663e-01,-7.508063362274677854e-02,-1.286202172115315789e-01,3.048523597095010099e-02,3.230242300502563224e-01,3.336113322707371376e-01,2.368440155821707471e-01,2.322604700116353005e-01,4.217596112081710771e-03,1.410293037656437654e-01,-4.068417755260779201e-01,-1.531727913527897687e-02,5.013972172615906858e-02,2.762040670685428911e-01,9.177665957597555546e-02,1.322878935072269169e-01,1.009142508635915703e-01,-1.931743473828687607e-01,-3.148197299876789867e-01,-2.080609097640616634e-01,1.018875449242839376e-01,-2.317743210306039969e-01,5.278337424599285205e-02,1.092777443812682769e-02
1.230904330802761737e-01,1.511003583039136344e-01,-2.686642509923443112e-01,-5.639727402840991055e-02,-5.885542122294547263e-02,6.789332425478517008e-02,3.129549599313855707e-02,1.031004294667969279e-01,-4.499701314465293783e-02,-1.392082567141265381e-01,9.301781934681785380e-02,-8.658307031275446278e-03,-2.646332762072746148e-01,3.226918002903110261e-01,2.342606645259513037e-02,5.324861049613791725e-02,-8.284013999049713584e-02,1.132924050501687846e-01,2.796478133603355065e-01,1.941070697764534780e-01,1.729907686717305493e-01,1.511815870021721575e-01,4.128693342427156576e-01,-2.654629643917040815e-01,-1.944708973832072751e-01,-6.713860890262965397e-02,1.770029566300740653e-01,3.954108963242132790e-01
