-1.587955983353857015e-01,-1.466876062239508283e-01,-7.914270379539427303e-02,5.152314410751149265e-02,-4.207560974472681486e-02,8.151865954816352178e-02,1.391392879142490935e-01,-1.390356958981331936e-01,-3.805424393219699816e-03,9.887543102396736949e-02,-1.578428926428751822e-01,-2.268694661807320878e-01,-8.953334814828826926e-02,-1.855241859830661644e-01,-2.477921052793247841e-02,-3.397527034966293380e-01,2.300804137222295376e-01,2.204686793508481846e-01,9.629835222537157235e-02,-6.222592316434668591e-01,1.906824929668552923e-02,3.267747698864202910e-01,-2.051553998594204606e-02,-3.997935209360622966e-02,2.130678885715425741e-01
-1.023172505976152058e-01,3.224690294720826411e-02,9.977628694039171464e-02,4.129649853882608745e-01,1.704957745741681255e-02,4.723811833439613833e-02,-2.339754611082789371e-01,3.214621354691327704e-01,2.159207922011109337e-01,-2.591062270038018700e-01,8.512264960568355354e-02,-2.795370712150144765e-01,2.082327745104503580e-01,-2.117065669850791976e-01,9.782450306274124985e-02,2.148451050020475372e-01,-9.684105193259769095e-02,4.867677136435804575e-01,-1.097708309678314953e-01,5.154153297676499629e-02,-8.028437922573976315e-02,1.623051775744873415e-01,-5.213575479062215051e-02,-4.434564685675834728e-02,-7.640496509786415258e-02
-2.411357116683899571e-01,-1.577372035867202760e-01,-3.092898597910290204e-01,3.941857346841902421e-03,-2.535298808524345526e-01,-1.540929991595899606e-01,-1.749099328311749246e-01,-3.348874684827174986e-01,-2.000630835130856600e-01,-4.086976839457932831e-03,-1.154357535827370135e-01,1.219250402286035373e-01,1.942428238181663214e-01,6.559222084619573123e-02,-4.191535973492637596e-02,1.193273087951137873e-01,-3.323364049371630990e-01,2.790116612137268359e-01,7.373646355926806450e-03,-1.479454415211391427e-01,-5.203726713224330475e-02,-1.875719046722693906e-01,-5.023320957552428884e-02,4.443517610403349138e-01,-1.271608003048207702e-01
3.120003842429840968e-01,1.025468097621892449e-01,3.327891052544078992e-02,-2.289168227310330039e-01,6.715065357691488157e-02,-3.204394616489333880e-01,-9.705385432992552630e-02,-6.169000721572306251e-02,1.053460713603648208e-01,-1.057405000421270391e-01,-1.085429754383861606e-01,-3.908024299492834919e-01,-7.798605762597347890e-02,-1.660116348853244439e-01,3.009804724339173454e-01,2.992932324703169167e-01,1.040044230448872453e-01,-1.420548085721511922e-01,-6.748355757700816304e-03,-2.256734471323093294e-01,-9.799103615899633357e-02,-9.182687207963320664e-02,3.566173912863249695e-01,2.983505489469736038e-01,3.775507977731310666e-02
-5.696229679673962820e-02,2.582985125092669421e-01,-9.714714885787774368e-02,2.106238559978714994e-02,-6.514496836047933837e-02,-1.533292608299327842e-01,1.947106474465931381e-01,2.686098021048978837e-02,-3.293281679199089873e-01,-3.991536744722177787e-01,2.054069174903140893e-01,1.186204111638921310e-01,-5.909441418714857924e-02,-3.513473448378932606e-01,-3.419570199061410798e-01,1.732693883452974815e-01,1.712416389825413832e-01,-1.837871627470444302e-02,-2.296453194387821362e-01,-1.901104710434337042e-01,3.284526675604003132e-01,-1.322857105118203647e-01,2.128894965774256326e-02,-8.584176652817883391e-02,-6.393653054529001289e-02
1.753511591041693463e-01,-6.595184048913276670e-03,1.068147600676284115e-01,5.276751740804001140e-02,3.407191996063188011e-01,4.083028495108440015e-02,5.185874668146121802e-02,-2.926204655334006810e-02,7.777519187254804123e-02,8.483868063571675666e-02,3.860523793949207638e-01,-7.955131420776534457e-02,1.826132370037779340e-02,3.870882219623465459e-01,-2.872726085168621490e-01,2.848429555259944165e-02,-1.830572633385287723e-02,1.508754205076929256e-01,2.204920550826753867e-01,-3.034744118039254257e-01,1.342247704573105715e-01,2.253844340427531290e-02,1.496381968390725903e-01,1.295169219804983007e-01,-4.583566628018389544e-01
9.936926602148626886e-02,-7.357357414274492968e-02,-3.699786532758779223e-01,-2.672119962142734395e-01,-3.066930359558940333e-01,1.572681435545971174e-01,1.746614304486443225e-01,-1.481682409463999650e-01,2.385482924209744726e-02,-1.335586104162136412e-01,-1.822759362256596433e-03,-2.628020925170327371e-01,6.086590462098136201e-02,6.598331477875998829e-02,-2.015077098734097683e-01,7.913720989542739892e-02,-2.288735619691632112e-02,1.743239106280493611e-01,9.214246908908685363e-02,2.796543904008128578e-01,-1.163731604935378944e-01,2.035140291786605993e-01,4.015810855010695235e-01,-3.380941625326959743e-01,-1.209338297884180874e-01
1.958325489791500063e-02,1.061537029264404165e-02,-2.376101115786617146e-01,1.662963026656261167e-01,-1.846839065267355251e-01,-8.973037434743078022e-03,-2.648573227445100153e-01,2.093411734196233553e-02,3.868109701733230543e-01,2.155871430230460462e-01,-2.847501375897015241e-01,-7.447345811073270705e-02,6.047001311590898681e-03,6.728694511201606387e-02,-1.371310904231113625e-01,2.399601687851112275e-01,3.540206313863445559e-02,-2.137037143731897182e-01,1.505162917816284252e-02,-2.478785666607834504e-01,2.944287319068613629e-01,-2.802637335217268988e-01,-1.200408297778237932e-01,-3.748692553694936147e-01,-1.347938086616129461e-01
1.498686284110350708e-01,7.992439847176766726e-03,-1.669785366460140863e-01,5.337203666482505104e-01,-6.140660940165266861e-03,-1.046146467032352811e-01,2.116693301850819386e-01,-2.794565233850164199e-01,-2.196033138670710205e-01,3.112150116474503569e-01,2.363685082740610288e-01,-1.011368604953343520e-01,9.983862548817658278e-02,-1.608451248066067318e-01,1.297621381430876797e-01,9.331987191688689842e-02,9.742835994162016289e-02,-2.016243347625656102e-01,-5.205675864413343568e-02,1.870851073479747051e-02,-3.980948924212976969e-01,-2.478898706602444824e-02,-5.966655593613486713e-02,-1.431106571496577606e-01,-1.481561635778299302e-01
-4.258153382390237329e-01,-3.009040702902595621e-01,-2.868587788494347812e-01,-8.594041233446317318e-02,2.917411669394456286e-01,9.279073040938837225e-02,1.815935527559895679e-01,7.798553295878044023e-02,2.136369862393780183e-01,1.908659195397363617e-01,2.060721148516962697e-01,-5.594609422168798918e-02,-2.130467030822575381e-01,-1.923187120228295743e-01,2.195491764016184177e-01,-9.560405532037602461e-03,1.109410949534672258e-01,7.359116723697856077e-02,-2.171260897077254559e-01,1.412880778404105586e-01,1.416180720623055611e-01,-2.902765471614580095e-01,1.991014734634043992e-01,7.517013370096539693e-02,-1.136253524011908572e-01
